s_num,ep_num,nth_s_ep,seg_num,seg_name,seg_url
2,Episode_33,5,1,Dale Kerstetter,https://unsolvedmysteries.fandom.com//wiki/Dale_Kerstetter
2,Episode_33,5,2,The Brother of Sylvia Wemhoff,https://unsolvedmysteries.fandom.com//wiki/The_Brother_of_Sylvia_Wemhoff
2,Episode_33,5,3,Marfa Lights,https://unsolvedmysteries.fandom.com//wiki/Marfa_Lights
2,Episode_33,5,4,Jay Cook and Tanya Van Cuylenborg,https://unsolvedmysteries.fandom.com//wiki/Jay_Cook_and_Tanya_Van_Cuylenborg
2,Episode_33,5,5,Bonnie Wilder,https://unsolvedmysteries.fandom.com//wiki/Bonnie_Wilder
2,Episode_33,5,6,Julie Weflen,https://unsolvedmysteries.fandom.com//wiki/Julie_Weflen
2,Episode_34,6,1,Chevy Chase Bandit,https://unsolvedmysteries.fandom.com//wiki/Chevy_Chase_Bandit
2,Episode_34,6,2,Louis Carlucci,https://unsolvedmysteries.fandom.com//wiki/Louis_Carlucci
2,Episode_34,6,3,Rudolf Hess,https://unsolvedmysteries.fandom.com//wiki/Rudolf_Hess
2,Episode_34,6,4,Patricia Meehan,https://unsolvedmysteries.fandom.com//wiki/Patricia_Meehan
2,Episode_34,6,5,Tina Jefferson,https://unsolvedmysteries.fandom.com//wiki/Tina_Jefferson
2,Episode_34,6,6,Gary and Terry Magno,https://unsolvedmysteries.fandom.com//wiki/Gary_and_Terry_Magno
2,Episode_34,6,7,Billie and Joey Rogers,https://unsolvedmysteries.fandom.com//wiki/Billie_and_Joey_Rogers
2,Episode_35,7,1,Doyle Wheeler,https://unsolvedmysteries.fandom.com//wiki/Doyle_Wheeler
2,Episode_35,7,2,Salvatore Caruana,https://unsolvedmysteries.fandom.com//wiki/Salvatore_Caruana
2,Episode_35,7,3,Douglas Alan Costa,https://unsolvedmysteries.fandom.com//wiki/Douglas_Alan_Costa
2,Episode_35,7,3,Lewis Michael Geiger,https://unsolvedmysteries.fandom.com//wiki/Lewis_Michael_Geiger
2,Episode_35,7,3,Lavada Floyd,https://unsolvedmysteries.fandom.com//wiki/Lavada_Floyd
2,Episode_35,7,3,Richard Green,https://unsolvedmysteries.fandom.com//wiki/Richard_Green
2,Episode_35,7,3,Richard Joseph Alvarado,https://unsolvedmysteries.fandom.com//wiki/Richard_Joseph_Alvarado
2,Episode_35,7,4,Charles Wickman,https://unsolvedmysteries.fandom.com//wiki/Charles_Wickman
2,Episode_35,7,5,Rachael Runyan,https://unsolvedmysteries.fandom.com//wiki/Rachael_Runyan
2,Episode_35,7,6,Gene Flannes,https://unsolvedmysteries.fandom.com//wiki/Gene_Flannes
2,Episode_36,8,1,Rhonda Hinson,https://unsolvedmysteries.fandom.com//wiki/Rhonda_Hinson
2,Episode_36,8,2,William Eugene Hilliard,https://unsolvedmysteries.fandom.com//wiki/William_Eugene_Hilliard
2,Episode_36,8,3,Ann Corricelli and Lena Marie Wilson,https://unsolvedmysteries.fandom.com//wiki/Ann_Corricelli_and_Lena_Marie_Wilson
2,Episode_36,8,4,Heirs of Howard Drummond,https://unsolvedmysteries.fandom.com//wiki/Heirs_of_Howard_Drummond
2,Episode_36,8,5,Don Hamilton,https://unsolvedmysteries.fandom.com//wiki/Don_Hamilton
2,Episode_37,9,1,Sonny Liston,https://unsolvedmysteries.fandom.com//wiki/Sonny_Liston
2,Episode_37,9,2,Billie and Joey Rogers,https://unsolvedmysteries.fandom.com//wiki/Billie_and_Joey_Rogers
2,Episode_37,9,3,Bill and Cynthia Zelinski,https://unsolvedmysteries.fandom.com//wiki/Bill_and_Cynthia_Zelinski
2,Episode_37,9,4,Elizabeth Campbell,https://unsolvedmysteries.fandom.com//wiki/Elizabeth_Campbell
2,Episode_37,9,5,Crash and Dash Robberies,https://unsolvedmysteries.fandom.com//wiki/Crash_and_Dash_Robberies
2,Episode_38,10,1,Maria Armstrong,https://unsolvedmysteries.fandom.com//wiki/Maria_Armstrong
2,Episode_38,10,2,Robert Dennie,https://unsolvedmysteries.fandom.com//wiki/Robert_Dennie
2,Episode_38,10,3,The Friend of Stephan Ross,https://unsolvedmysteries.fandom.com//wiki/The_Friend_of_Stephan_Ross
2,Episode_38,10,4,Ralph Sigler,https://unsolvedmysteries.fandom.com//wiki/Ralph_Sigler
2,Episode_38,10,5,Charles Wilson Chester,https://unsolvedmysteries.fandom.com//wiki/Charles_Wilson_Chester
2,Episode_38,10,6,Tandem Bandits,https://unsolvedmysteries.fandom.com//wiki/Tandem_Bandits
2,Episode_38,10,6,Medusa Bandit,https://unsolvedmysteries.fandom.com//wiki/Medusa_Bandit
2,Episode_38,10,6,Garbage Bag Bandit,https://unsolvedmysteries.fandom.com//wiki/Garbage_Bag_Bandit
2,Episode_38,10,6,Shorts Robber,https://unsolvedmysteries.fandom.com//wiki/Shorts_Robber
2,Episode_39,11,1,John Hawkins,https://unsolvedmysteries.fandom.com//wiki/John_Hawkins
2,Episode_39,11,2,Woody Kelly,https://unsolvedmysteries.fandom.com//wiki/Woody_Kelly
2,Episode_39,11,3,David Fisher,https://unsolvedmysteries.fandom.com//wiki/David_Fisher
2,Episode_39,11,3,Laura Burbank,https://unsolvedmysteries.fandom.com//wiki/Laura_Burbank
2,Episode_39,11,4,Carla Wright,https://unsolvedmysteries.fandom.com//wiki/Carla_Wright
2,Episode_39,11,4,Michella Welch,https://unsolvedmysteries.fandom.com//wiki/Michella_Welch
2,Episode_39,11,4,Jenny Bastian,https://unsolvedmysteries.fandom.com//wiki/Jenny_Bastian
2,Episode_39,11,5,The Siblings of LeeAnn Robinson,https://unsolvedmysteries.fandom.com//wiki/The_Siblings_of_LeeAnn_Robinson
2,Episode_39,11,6,Leslie Isben Rogge,https://unsolvedmysteries.fandom.com//wiki/Leslie_Isben_Rogge
2,Episode_40,12,1,Ed Barbara,https://unsolvedmysteries.fandom.com//wiki/Ed_Barbara
2,Episode_40,12,2,Avery Norris,https://unsolvedmysteries.fandom.com//wiki/Avery_Norris
2,Episode_40,12,3,Rae Ann Mossor,https://unsolvedmysteries.fandom.com//wiki/Rae_Ann_Mossor
2,Episode_40,12,4,The Children of Georgia Tann,https://unsolvedmysteries.fandom.com//wiki/The_Children_of_Georgia_Tann
2,Episode_40,12,5,Donald Eugene Webb,https://unsolvedmysteries.fandom.com//wiki/Donald_Eugene_Webb
2,Episode_41,13,1,The Hatbox Baby,https://unsolvedmysteries.fandom.com//wiki/The_Hatbox_Baby
2,Episode_41,13,2,John Branion,https://unsolvedmysteries.fandom.com//wiki/John_Branion
2,Episode_41,13,2,Donna Branion,https://unsolvedmysteries.fandom.com//wiki/Donna_Branion
2,Episode_41,13,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Alberta_Elaine
2,Episode_42,14,1,Cynthia Anderson,https://unsolvedmysteries.fandom.com//wiki/Cynthia_Anderson
2,Episode_42,14,2,Ann Corricelli and Lena Marie Wilson,https://unsolvedmysteries.fandom.com//wiki/Ann_Corricelli_and_Lena_Marie_Wilson
2,Episode_42,14,3,West End Baptist Church,https://unsolvedmysteries.fandom.com//wiki/West_End_Baptist_Church
2,Episode_42,14,4,Melvine Aprile,https://unsolvedmysteries.fandom.com//wiki/Melvine_Aprile
2,Episode_42,14,4,Tony and Sheri Aprile,https://unsolvedmysteries.fandom.com//wiki/Tony_and_Sheri_Aprile
2,Episode_42,14,5,The Signal Mountain Murders,https://unsolvedmysteries.fandom.com//wiki/The_Signal_Mountain_Murders
2,Episode_42,14,6,Wardell Ford,https://unsolvedmysteries.fandom.com//wiki/Wardell_Ford
2,Episode_42,14,6,Larry Chism,https://unsolvedmysteries.fandom.com//wiki/Larry_Chism
2,Episode_43,15,1,George Conniff,https://unsolvedmysteries.fandom.com//wiki/George_Conniff
2,Episode_43,15,2,Liz Carmichael,https://unsolvedmysteries.fandom.com//wiki/Liz_Carmichael
2,Episode_43,15,3,Jack Brown,https://unsolvedmysteries.fandom.com//wiki/Jack_Brown
2,Episode_43,15,4,Blinking Crucifix,https://unsolvedmysteries.fandom.com//wiki/Blinking_Crucifix
2,Episode_43,15,5,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/William_Eugene_Hillard
2,Episode_44,16,1,Brayman Road Attacker,https://unsolvedmysteries.fandom.com//wiki/Brayman_Road_Attacker
2,Episode_44,16,2,Ray Hickingbotham,https://unsolvedmysteries.fandom.com//wiki/Ray_Hickingbotham
2,Episode_44,16,3,Ann Sigmin and Garey Goff,https://unsolvedmysteries.fandom.com//wiki/Ann_Sigmin_and_Garey_Goff
2,Episode_44,16,4,Kevin Hughes,https://unsolvedmysteries.fandom.com//wiki/Kevin_Hughes
2,Episode_44,16,5,Robert Miller,https://unsolvedmysteries.fandom.com//wiki/Robert_Miller
2,Episode_45,17,1,Mark Groezinger,https://unsolvedmysteries.fandom.com//wiki/Mark_Groezinger
2,Episode_45,17,2,Roswell Crash,https://unsolvedmysteries.fandom.com//wiki/Roswell_Crash
2,Episode_45,17,3,Tara Calico,https://unsolvedmysteries.fandom.com//wiki/Tara_Calico
2,Episode_45,17,3,Michael Henley,https://unsolvedmysteries.fandom.com//wiki/Michael_Henley
2,Episode_45,17,4,Leticia Hernandez,https://unsolvedmysteries.fandom.com//wiki/Leticia_Hernandez
2,Episode_45,17,4,Jessica Gutierrez,https://unsolvedmysteries.fandom.com//wiki/Jessica_Gutierrez
2,Episode_45,17,4,David Borer,https://unsolvedmysteries.fandom.com//wiki/David_Borer
2,Episode_45,17,4,Malakia Logan,https://unsolvedmysteries.fandom.com//wiki/Malakia_Logan
2,Episode_46,18,1,United Kingdom Crop Circles,https://unsolvedmysteries.fandom.com//wiki/United_Kingdom_Crop_Circles
2,Episode_46,18,2,Kenneth Dungee,https://unsolvedmysteries.fandom.com//wiki/Kenneth_Dungee
2,Episode_46,18,3,Bill and Cynthia Zelinski,https://unsolvedmysteries.fandom.com//wiki/Bill_and_Cynthia_Zelinski
2,Episode_46,18,4,Keith Reinhard,https://unsolvedmysteries.fandom.com//wiki/Keith_Reinhard
2,Episode_46,18,4,Tom Young,https://unsolvedmysteries.fandom.com//wiki/Tom_Young
2,Episode_46,18,5,William Slagle,https://unsolvedmysteries.fandom.com//wiki/William_Slagle
2,Episode_46,18,5,Rafael Rodriguez,https://unsolvedmysteries.fandom.com//wiki/Rafael_Rodriguez
2,Episode_47,19,1,Charles Morgan,https://unsolvedmysteries.fandom.com//wiki/Charles_Morgan
2,Episode_47,19,2,Ogopogo,https://unsolvedmysteries.fandom.com//wiki/Ogopogo
2,Episode_47,19,3,The Siblings of LeeAnn Robinson,https://unsolvedmysteries.fandom.com//wiki/The_Siblings_of_LeeAnn_Robinson
2,Episode_47,19,4,Marvin and Sandra Maple,https://unsolvedmysteries.fandom.com//wiki/Marvin_and_Sandra_Maple
2,Episode_47,19,4,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Kristi_and_Bobby_Baskin
2,Episode_48,20,1,Robert Weeks,https://unsolvedmysteries.fandom.com//wiki/Robert_Weeks
2,Episode_48,20,2,Steven Cox,https://unsolvedmysteries.fandom.com//wiki/Steven_Cox
2,Episode_48,20,3,John Mooney,https://unsolvedmysteries.fandom.com//wiki/John_Mooney
2,Episode_48,20,4,Victorio Peak Treasure,https://unsolvedmysteries.fandom.com//wiki/Victorio_Peak_Treasure
2,Episode_48,20,5,John Burns,https://unsolvedmysteries.fandom.com//wiki/John_Burns
2,Episode_48,20,6,David Davis,https://unsolvedmysteries.fandom.com//wiki/David_Davis
2,Episode_48,20,6,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Shannon_Davis
2,Episode_48,20,7,Billie and Joey Rogers,https://unsolvedmysteries.fandom.com//wiki/Billie_and_Joey_Rogers
2,Episode_48,20,8,Lt. Karen Stephens,https://unsolvedmysteries.fandom.com//wiki/Lt._Karen_Stephens
2,Episode_48,20,9,The Family of Pat Mealbach,https://unsolvedmysteries.fandom.com//wiki/The_Family_of_Pat_Mealbach
2,Episode_48,20,10,Jenny Pratt,https://unsolvedmysteries.fandom.com//wiki/Jenny_Pratt
2,Episode_49,21,1,Georgia Rudolph,https://unsolvedmysteries.fandom.com//wiki/Georgia_Rudolph
2,Episode_49,21,2,Steve Sandlin,https://unsolvedmysteries.fandom.com//wiki/Steve_Sandlin
2,Episode_49,21,3,Thumper,https://unsolvedmysteries.fandom.com//wiki/John_%22Thumper%22_Brown
2,Episode_50,22,1,Joe Owens,https://unsolvedmysteries.fandom.com//wiki/Joe_Owens
2,Episode_50,22,2,The Nanny of Jackie Cooper,https://unsolvedmysteries.fandom.com//wiki/The_Nanny_of_Jackie_Cooper
2,Episode_50,22,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Alejandro_Espinosa
2,Episode_50,22,4,Dale Hyde,https://unsolvedmysteries.fandom.com//wiki/Dale_Hyde
2,Episode_50,22,5,Marvin and Sandra Maple,https://unsolvedmysteries.fandom.com//wiki/Marvin_and_Sandra_Maple
2,Episode_50,22,5,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Kristi_and_Bobby_Baskin
2,Episode_51,23,1,Linda Sharp,https://unsolvedmysteries.fandom.com//wiki/Linda_Sharp
2,Episode_51,23,2,David Fisher,https://unsolvedmysteries.fandom.com//wiki/David_Fisher
2,Episode_51,23,2,Laura Burbank,https://unsolvedmysteries.fandom.com//wiki/Laura_Burbank
2,Episode_51,23,3,Gertrude Pruett,https://unsolvedmysteries.fandom.com//wiki/Gertrude_Pruett
2,Episode_51,23,4,Dan Short,https://unsolvedmysteries.fandom.com//wiki/Dan_Short
2,Episode_51,23,5,William L. Toomey,https://unsolvedmysteries.fandom.com//wiki/William_L._Toomey
2,Episode_52,24,1,Laurence Harding Jr.,https://unsolvedmysteries.fandom.com//wiki/Laurence_Harding_Jr.
2,Episode_52,24,2,Pedro Uribe,https://unsolvedmysteries.fandom.com//wiki/Pedro_Uribe
2,Episode_52,24,2,Hugo Balbin,https://unsolvedmysteries.fandom.com//wiki/Hugo_Balbin
2,Episode_52,24,2,Luis and Ivan Arango,https://unsolvedmysteries.fandom.com//wiki/Luis_and_Ivan_Arango
2,Episode_52,24,2,Miguel Villegas,https://unsolvedmysteries.fandom.com//wiki/Miguel_Villegas
2,Episode_52,24,3,Elmer Locker Jr.,https://unsolvedmysteries.fandom.com//wiki/Elmer_Locker_Jr.
2,Episode_52,24,3,John and Cecilia Kealing,https://unsolvedmysteries.fandom.com//wiki/John_and_Cecilia_Kealing
2,Episode_52,24,4,Sweetheart Swindler,https://unsolvedmysteries.fandom.com//wiki/Sweetheart_Swindler
2,Episode_52,24,5,Gainesville Killers,https://unsolvedmysteries.fandom.com//wiki/Gainesville_Killers
2,Episode_52,24,6,Fumbles,https://unsolvedmysteries.fandom.com//wiki/Fumbles
2,Episode_53,25,1,Thumper,https://unsolvedmysteries.fandom.com//wiki/John_%22Thumper%22_Brown
2,Episode_53,25,2,Kristina Smith,https://unsolvedmysteries.fandom.com//wiki/Kristina_Smith
2,Episode_53,25,3,Kay Hall,https://unsolvedmysteries.fandom.com//wiki/Kay_Hall
2,Episode_53,25,4,New York Coin Scam,https://unsolvedmysteries.fandom.com//wiki/New_York_Coin_Scam
2,Episode_53,25,5,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Mabel_Woods
2,Episode_54,26,1,Teresita Basa,https://unsolvedmysteries.fandom.com//wiki/Teresita_Basa
2,Episode_54,26,2,Linda Sharp,https://unsolvedmysteries.fandom.com//wiki/Linda_Sharp
2,Episode_54,26,3,Dewey Demetro,https://unsolvedmysteries.fandom.com//wiki/Dewey_Demetro
2,Episode_54,26,3,Leo Johnson Jr.,https://unsolvedmysteries.fandom.com//wiki/Leo_Johnson_Jr.
2,Episode_54,26,4,Jean Anne Freeman,https://unsolvedmysteries.fandom.com//wiki/Jean_Anne_Freeman
2,Episode_54,26,5,Las Cruces Bowling Alley Massacre,https://unsolvedmysteries.fandom.com//wiki/Las_Cruces_Bowling_Alley_Massacre
2,Episode_55,27,1,Mark S. Newman and Gerald I. Levy,https://unsolvedmysteries.fandom.com//wiki/Mark_S._Newman_and_Gerald_I._Levy
2,Episode_55,27,1,Donald M. and Louis G. Keith,https://unsolvedmysteries.fandom.com//wiki/Donald_M._and_Louis_G._Keith
2,Episode_55,27,1,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Lavona_and_Lavelda_Rowe-Richardson
2,Episode_55,27,2,Elmer Locker Jr.,https://unsolvedmysteries.fandom.com//wiki/Elmer_Locker_Jr.
2,Episode_55,27,2,John and Cecilia Kealing,https://unsolvedmysteries.fandom.com//wiki/John_and_Cecilia_Kealing
2,Episode_55,27,3,Jesus Penalver,https://unsolvedmysteries.fandom.com//wiki/Jesus_Penalver
2,Episode_55,27,3,Julio Marco Cruz,https://unsolvedmysteries.fandom.com//wiki/Julio_Marco_Cruz
2,Episode_55,27,4,Pedro Nyego,https://unsolvedmysteries.fandom.com//wiki/Pedro_Nyego
2,Episode_55,27,4,Blas Canedo,https://unsolvedmysteries.fandom.com//wiki/Blas_Canedo
2,Episode_55,27,4,Pablo Rodriguez,https://unsolvedmysteries.fandom.com//wiki/Pablo_Rodriguez
2,Episode_55,27,5,Boston Rapist,https://unsolvedmysteries.fandom.com//wiki/Boston_Rapist
2,Episode_55,27,6,Bannack Treasure,https://unsolvedmysteries.fandom.com//wiki/Bannack_Treasure
2,Episode_56,28,1,Robert Kennedy,https://unsolvedmysteries.fandom.com//wiki/Robert_Kennedy
2,Episode_56,28,2,Jackie Harrington,https://unsolvedmysteries.fandom.com//wiki/Jackie_Harrington
2,Episode_56,28,3,Elizabeth Campbell,https://unsolvedmysteries.fandom.com//wiki/Elizabeth_Campbell
2,Episode_56,28,4,Avery Norris,https://unsolvedmysteries.fandom.com//wiki/Avery_Norris
2,Episode_57,29,1,Ralph Probst,https://unsolvedmysteries.fandom.com//wiki/Ralph_Probst
2,Episode_57,29,2,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Christina_Smith
2,Episode_57,29,3,Dale Hyde,https://unsolvedmysteries.fandom.com//wiki/Dale_Hyde
2,Episode_57,29,4,Fumbles,https://unsolvedmysteries.fandom.com//wiki/Fumbles
2,Episode_57,29,5,Crash and Dash Robberies,https://unsolvedmysteries.fandom.com//wiki/Crash_and_Dash_Robberies
2,Episode_58,30,1,Marlena Childress,https://unsolvedmysteries.fandom.com//wiki/Marlena_Childress
2,Episode_58,30,2,Sonny Liston,https://unsolvedmysteries.fandom.com//wiki/Sonny_Liston
2,Episode_58,30,3,Gertrude Pruett,https://unsolvedmysteries.fandom.com//wiki/Gertrude_Pruett
2,Episode_58,30,4,Jean Anne Freeman,https://unsolvedmysteries.fandom.com//wiki/Jean_Anne_Freeman
2,Episode_59,31,1,Gretchen Burford,https://unsolvedmysteries.fandom.com//wiki/Gretchen_Burford
2,Episode_59,31,2,United Kingdom Crop Circles,https://unsolvedmysteries.fandom.com//wiki/United_Kingdom_Crop_Circles
2,Episode_59,31,3,Robert Miller,https://unsolvedmysteries.fandom.com//wiki/Robert_Miller
2,Episode_59,31,4,Micki Jo West,https://unsolvedmysteries.fandom.com//wiki/Micki_Jo_West
3,Episode_60,1,1,Kecksburg UFO,https://unsolvedmysteries.fandom.com//wiki/Kecksburg_UFO
3,Episode_60,1,2,The Daughter of Lavar Bates,https://unsolvedmysteries.fandom.com//wiki/The_Daughter_of_Lavar_Bates
3,Episode_60,1,3,Stockton Arsonist,https://unsolvedmysteries.fandom.com//wiki/Stockton_Arsonist
3,Episode_60,1,4,Mike Cline,https://unsolvedmysteries.fandom.com//wiki/Mike_Cline
3,Episode_60,1,4,Raymond Scoville,https://unsolvedmysteries.fandom.com//wiki/Raymond_Scoville
3,Episode_60,1,4,Thomas Geers,https://unsolvedmysteries.fandom.com//wiki/Thomas_Geers
3,Episode_60,1,4,Michael Lassen,https://unsolvedmysteries.fandom.com//wiki/Michael_Lassen
3,Episode_61,2,1,Bermuda Triangle,https://unsolvedmysteries.fandom.com//wiki/Bermuda_Triangle
3,Episode_61,2,2,Clay Taylor,https://unsolvedmysteries.fandom.com//wiki/Clay_Taylor
3,Episode_61,2,3,Thomas Heck,https://unsolvedmysteries.fandom.com//wiki/Thomas_Heck
3,Episode_61,2,4,C.W. Roddy,https://unsolvedmysteries.fandom.com//wiki/C.W._Roddy
3,Episode_62,3,1,Gulf Breeze UFO,https://unsolvedmysteries.fandom.com//wiki/Gulf_Breeze_UFO
3,Episode_62,3,2,Dr. Kenneth Frank,https://unsolvedmysteries.fandom.com//wiki/Dr._Kenneth_Frank
3,Episode_62,3,3,Dan Wilson,https://unsolvedmysteries.fandom.com//wiki/Dan_Wilson
3,Episode_62,3,4,Minnesota Brinks Heist,https://unsolvedmysteries.fandom.com//wiki/Minnesota_Brinks_Heist
3,Episode_62,3,5,Stockton Arsonist,https://unsolvedmysteries.fandom.com//wiki/Stockton_Arsonist
3,Episode_63,4,1,Stanley Gryziec,https://unsolvedmysteries.fandom.com//wiki/Stanley_Gryziec
3,Episode_63,4,2,Ed Barbara,https://unsolvedmysteries.fandom.com//wiki/Ed_Barbara
3,Episode_63,4,3,Kevin Poulsen,https://unsolvedmysteries.fandom.com//wiki/Kevin_Poulsen
3,Episode_63,4,4,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Sharita_Harding
3,Episode_63,4,5,KROQ Confession,https://unsolvedmysteries.fandom.com//wiki/KROQ_Confession
3,Episode_64,5,1,The Crew of the Freedon,https://unsolvedmysteries.fandom.com//wiki/The_Crew_of_the_Freedon
3,Episode_64,5,1,The Crew of the Freedon,https://unsolvedmysteries.fandom.com//wiki/The_Crew_of_the_Freedon
3,Episode_64,5,1,Florian Bourch,https://unsolvedmysteries.fandom.com//wiki/Florian_Bourch
3,Episode_64,5,2,Maria Armstrong,https://unsolvedmysteries.fandom.com//wiki/Maria_Armstrong
3,Episode_64,5,3,Adam Hecht,https://unsolvedmysteries.fandom.com//wiki/Adam_Hecht
3,Episode_64,5,4,Lunersee Lake Treasure,https://unsolvedmysteries.fandom.com//wiki/Lunersee_Lake_Treasure
3,Episode_64,5,5,Edgar Kerns,https://unsolvedmysteries.fandom.com//wiki/Edgar_Kerns
3,Episode_64,5,5,Kay Beeman,https://unsolvedmysteries.fandom.com//wiki/Kay_Beeman
3,Episode_64,5,6,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Sharita_Harding
3,Episode_65,6,1,Pamela Mason,https://unsolvedmysteries.fandom.com//wiki/Pamela_Mason
3,Episode_65,6,1,Rena Paquette,https://unsolvedmysteries.fandom.com//wiki/Rena_Paquette
3,Episode_65,6,1,Danny Paquette,https://unsolvedmysteries.fandom.com//wiki/Danny_Paquette
3,Episode_65,6,2,The Children of Georgia Tann,https://unsolvedmysteries.fandom.com//wiki/The_Children_of_Georgia_Tann
3,Episode_65,6,3,Robert Corrado,https://unsolvedmysteries.fandom.com//wiki/Robert_Corrado
3,Episode_65,6,4,Martha Hinkle,https://unsolvedmysteries.fandom.com//wiki/Martha_Hinkle
3,Episode_65,6,5,Kenneth Stanton,https://unsolvedmysteries.fandom.com//wiki/Kenneth_Stanton
3,Episode_66,7,1,Pawley's Island,https://unsolvedmysteries.fandom.com//wiki/Pawley%27s_Island
3,Episode_66,7,2,David Stone,https://unsolvedmysteries.fandom.com//wiki/David_Stone
3,Episode_66,7,3,Katie,https://unsolvedmysteries.fandom.com//wiki/Katie
3,Episode_66,7,4,Georgia Rudolph,https://unsolvedmysteries.fandom.com//wiki/Georgia_Rudolph
3,Episode_66,7,5,Kenneth Stanton,https://unsolvedmysteries.fandom.com//wiki/Kenneth_Stanton
3,Episode_67,8,1,Kari Lynn Nixon,https://unsolvedmysteries.fandom.com//wiki/Kari_Lynn_Nixon
3,Episode_67,8,2,Amelia Earhart,https://unsolvedmysteries.fandom.com//wiki/Amelia_Earhart
3,Episode_67,8,3,Richard Church,https://unsolvedmysteries.fandom.com//wiki/Richard_Church
3,Episode_67,8,3,Raymond and Ruth Ann Ritter,https://unsolvedmysteries.fandom.com//wiki/Raymond_and_Ruth_Ann_Ritter
3,Episode_67,8,4,Dr. Iben Browning,https://unsolvedmysteries.fandom.com//wiki/Dr._Iben_Browning
3,Episode_68,9,1,The Sons of Jim Fontes,https://unsolvedmysteries.fandom.com//wiki/The_Sons_of_Jim_Fontes
3,Episode_68,9,1,Catherine and James Durkin,https://unsolvedmysteries.fandom.com//wiki/Catherine_and_James_Durkin
3,Episode_68,9,2,Stockton Arsonist,https://unsolvedmysteries.fandom.com//wiki/Stockton_Arsonist
3,Episode_68,9,3,O'Neal Moore,https://unsolvedmysteries.fandom.com//wiki/O%27Neal_Moore
3,Episode_68,9,4,Victoria Doroshenko,https://unsolvedmysteries.fandom.com//wiki/Victoria_Doroshenko
3,Episode_68,9,5,Cowboy Bandit,https://unsolvedmysteries.fandom.com//wiki/Cowboy_Bandit
3,Episode_69,10,1,Norman Ladner,https://unsolvedmysteries.fandom.com//wiki/Norman_Ladner
3,Episode_69,10,2,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Sharita_Harding
3,Episode_69,10,3,Dwayne McCorkendale,https://unsolvedmysteries.fandom.com//wiki/Dwayne_McCorkendale
3,Episode_69,10,4,Loretto Chapel,https://unsolvedmysteries.fandom.com//wiki/Loretto_Chapel
3,Episode_69,10,5,Nyleen Marshall,https://unsolvedmysteries.fandom.com//wiki/Nyleen_Marshall
3,Episode_70,11,1,Melvine Aprile,https://unsolvedmysteries.fandom.com//wiki/Melvine_Aprile
3,Episode_70,11,1,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Tony_and_Sheri_Aprille
3,Episode_70,11,2,Coral Polge,https://unsolvedmysteries.fandom.com//wiki/Coral_Polge
3,Episode_70,11,3,Johnny Lee Wilson,https://unsolvedmysteries.fandom.com//wiki/Johnny_Lee_Wilson
3,Episode_70,11,3,Pauline Martz,https://unsolvedmysteries.fandom.com//wiki/Pauline_Martz
3,Episode_70,11,4,Kenneth Engie,https://unsolvedmysteries.fandom.com//wiki/Kenneth_Engie
3,Episode_71,12,1,Morris Davis,https://unsolvedmysteries.fandom.com//wiki/Morris_Davis
3,Episode_71,12,2,Skeleton Canyon Treasure,https://unsolvedmysteries.fandom.com//wiki/Skeleton_Canyon_Treasure
3,Episode_71,12,3,Debbie,https://unsolvedmysteries.fandom.com//wiki/Debbie
3,Episode_71,12,4,Heirs of Dorothea Allen,https://unsolvedmysteries.fandom.com//wiki/Heirs_of_Dorothea_Allen
3,Episode_72,13,1,Mark Dennis,https://unsolvedmysteries.fandom.com//wiki/Mark_Dennis
3,Episode_72,13,2,Kenneth Stanton,https://unsolvedmysteries.fandom.com//wiki/Kenneth_Stanton
3,Episode_72,13,3,Ricardo Caputo,https://unsolvedmysteries.fandom.com//wiki/Ricardo_Caputo
3,Episode_72,13,4,Vancouver Lights,https://unsolvedmysteries.fandom.com//wiki/Vancouver_Lights
3,Episode_73,14,1,Debbie Wolfe,https://unsolvedmysteries.fandom.com//wiki/Debbie_Wolfe
3,Episode_73,14,2,Edgar Kerns,https://unsolvedmysteries.fandom.com//wiki/Edgar_Kerns
3,Episode_73,14,2,Kay Beeman,https://unsolvedmysteries.fandom.com//wiki/Kay_Beeman
3,Episode_73,14,3,Conradina Olson,https://unsolvedmysteries.fandom.com//wiki/Conradina_Olson
3,Episode_73,14,4,Geoffrey Sullivan,https://unsolvedmysteries.fandom.com//wiki/Geoffrey_Sullivan
3,Episode_74,15,1,Judy Hyams,https://unsolvedmysteries.fandom.com//wiki/Judy_Hyams
3,Episode_74,15,2,Ralph Probst,https://unsolvedmysteries.fandom.com//wiki/Ralph_Probst
