s_num,ep_num,nth_s_ep,seg_num,seg_name,seg_url
3,Episode_74,15,3,Mark S. Newman and Gerald I. Levy,https://unsolvedmysteries.fandom.com//wiki/Mark_S._Newman_and_Gerald_I._Levy
3,Episode_74,15,3,Donald M. and Louis G. Keith,https://unsolvedmysteries.fandom.com//wiki/Donald_M._and_Louis_G._Keith
3,Episode_74,15,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Lavona_and_Lavelda_Rowe-Richardson
3,Episode_74,15,4,Gretchen Burford,https://unsolvedmysteries.fandom.com//wiki/Gretchen_Burford
3,Episode_75,16,1,Russell Evans,https://unsolvedmysteries.fandom.com//wiki/Russell_Evans
3,Episode_75,16,2,The Sons of Jim Fontes,https://unsolvedmysteries.fandom.com//wiki/The_Sons_of_Jim_Fontes
3,Episode_75,16,3,Brad Bishop,https://unsolvedmysteries.fandom.com//wiki/Brad_Bishop
3,Episode_75,16,4,Adam's Treasure,https://unsolvedmysteries.fandom.com//wiki/Adam%27s_Treasure
3,Episode_75,16,5,Thomas Hickey and William McCarthy,https://unsolvedmysteries.fandom.com//wiki/Thomas_Hickey_and_William_McCarthy
3,Episode_75,16,5,Arthur Washington Jr.,https://unsolvedmysteries.fandom.com//wiki/Arthur_Washington_Jr.
3,Episode_75,16,5,Juan Jackson,https://unsolvedmysteries.fandom.com//wiki/Juan_Jackson
3,Episode_76,17,1,Patrick Michael Mitchell,https://unsolvedmysteries.fandom.com//wiki/Patrick_Michael_Mitchell
3,Episode_76,17,2,Jockey Bandit,https://unsolvedmysteries.fandom.com//wiki/Jockey_Bandit
3,Episode_76,17,2,Mr. Nasty,https://unsolvedmysteries.fandom.com//wiki/Mr._Nasty
3,Episode_76,17,2,Mary Poppins Bandit,https://unsolvedmysteries.fandom.com//wiki/Mary_Poppins_Bandit
3,Episode_76,17,3,The Family of Victor Simon,https://unsolvedmysteries.fandom.com//wiki/The_Family_of_Victor_Simon
3,Episode_76,17,4,Joe Smith,https://unsolvedmysteries.fandom.com//wiki/Joe_Smith
3,Episode_76,17,5,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Kelsey_House
3,Episode_77,18,1,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Tracy_Kirkpatrick
3,Episode_77,18,2,Amelia Earhart,https://unsolvedmysteries.fandom.com//wiki/Amelia_Earhart
3,Episode_77,18,3,Steve Wilson,https://unsolvedmysteries.fandom.com//wiki/Steve_Wilson
3,Episode_77,18,4,Frank Bloomer,https://unsolvedmysteries.fandom.com//wiki/Frank_Bloomer
3,Episode_77,18,5,John Irwin,https://unsolvedmysteries.fandom.com//wiki/John_Irwin
3,Episode_77,18,5,Dorothea Irwin,https://unsolvedmysteries.fandom.com//wiki/Dorothea_Irwin
3,Episode_78,19,1,Betty Cash and Vickie Landrum,https://unsolvedmysteries.fandom.com//wiki/Betty_Cash_and_Vickie_Landrum
3,Episode_78,19,2,Monica Bonilla,https://unsolvedmysteries.fandom.com//wiki/Monica_Bonilla
3,Episode_78,19,2,Nyleen Marshall,https://unsolvedmysteries.fandom.com//wiki/Nyleen_Marshall
3,Episode_78,19,3,Obia-Man,https://unsolvedmysteries.fandom.com//wiki/Obia-Man
3,Episode_78,19,4,Vicki Acs,https://unsolvedmysteries.fandom.com//wiki/Vicki_Acs
3,Episode_79,20,1,Cindy James,https://unsolvedmysteries.fandom.com//wiki/Cindy_James
3,Episode_79,20,2,Paloma Gibson,https://unsolvedmysteries.fandom.com//wiki/Paloma_Gibson
3,Episode_79,20,2,Melody Martin,https://unsolvedmysteries.fandom.com//wiki/Melody_Martin
3,Episode_79,20,3,Butch Cassidy,https://unsolvedmysteries.fandom.com//wiki/Butch_Cassidy
3,Episode_79,20,4,The Siblings of Aleatha Evertz,https://unsolvedmysteries.fandom.com//wiki/The_Siblings_of_Aleatha_Evertz
3,Episode_80,21,1,Butcher Of Kingsbury Run,https://unsolvedmysteries.fandom.com//wiki/Butcher_Of_Kingsbury_Run
3,Episode_80,21,2,Chuck Smith,https://unsolvedmysteries.fandom.com//wiki/Chuck_Smith
3,Episode_80,21,2,Charles and Christopher Smith,https://unsolvedmysteries.fandom.com//wiki/Charles_and_Christopher_Smith
3,Episode_80,21,3,Michael Francke,https://unsolvedmysteries.fandom.com//wiki/Michael_Francke
3,Episode_80,21,4,Thomas Hickey and William McCarthy,https://unsolvedmysteries.fandom.com//wiki/Thomas_Hickey_and_William_McCarthy
3,Episode_80,21,4,Juan Jackson,https://unsolvedmysteries.fandom.com//wiki/Juan_Jackson
3,Episode_80,21,5,Oded Gordon,https://unsolvedmysteries.fandom.com//wiki/Oded_Gordon
3,Episode_81,22,1,Edward Maynard,https://unsolvedmysteries.fandom.com//wiki/Edward_Maynard
3,Episode_81,22,2,Kecksburg UFO,https://unsolvedmysteries.fandom.com//wiki/Kecksburg_UFO
3,Episode_81,22,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/The_Daugther_of_Lavar_Bates
3,Episode_82,23,1,Edgar Cayce,https://unsolvedmysteries.fandom.com//wiki/Edgar_Cayce
3,Episode_82,23,2,Crystal Spencer,https://unsolvedmysteries.fandom.com//wiki/Crystal_Spencer
3,Episode_82,23,3,John Irwin,https://unsolvedmysteries.fandom.com//wiki/John_Irwin
3,Episode_82,23,4,Joe Smith,https://unsolvedmysteries.fandom.com//wiki/Joe_Smith
3,Episode_82,23,5,Judy Hyams,https://unsolvedmysteries.fandom.com//wiki/Judy_Hyams
3,Episode_82,23,6,Dennis DePue,https://unsolvedmysteries.fandom.com//wiki/Dennis_DePue
3,Episode_83,24,1,Dennis DePue,https://unsolvedmysteries.fandom.com//wiki/Dennis_DePue
3,Episode_83,24,2,Pat Fagan,https://unsolvedmysteries.fandom.com//wiki/Pat_Fagan
3,Episode_83,24,2,Brandon Fagan,https://unsolvedmysteries.fandom.com//wiki/Brandon_Fagan
3,Episode_83,24,3,Dan Wilson,https://unsolvedmysteries.fandom.com//wiki/Dan_Wilson
3,Episode_83,24,4,Vancouver Lights,https://unsolvedmysteries.fandom.com//wiki/Vancouver_Lights
3,Episode_83,24,5,Dr. Kenneth Frank,https://unsolvedmysteries.fandom.com//wiki/Dr._Kenneth_Frank
3,Episode_84,25,1,Richard Bocklage,https://unsolvedmysteries.fandom.com//wiki/Richard_Bocklage
3,Episode_84,25,2,Edward Maynard,https://unsolvedmysteries.fandom.com//wiki/Edward_Maynard
3,Episode_84,25,3,Lt. Paul Whipkey,https://unsolvedmysteries.fandom.com//wiki/Lt._Paul_Whipkey
3,Episode_84,25,3,Lt. Charlie Guess,https://unsolvedmysteries.fandom.com//wiki/Lt._Charlie_Guess
3,Episode_84,25,4,Gary Bickford,https://unsolvedmysteries.fandom.com//wiki/Gary_Bickford
3,Episode_84,25,5,Astarte Davis,https://unsolvedmysteries.fandom.com//wiki/Astarte_Davis
3,Episode_84,25,5,Jim Rice,https://unsolvedmysteries.fandom.com//wiki/Jim_Rice
3,Episode_84,25,6,Pat Fagan,https://unsolvedmysteries.fandom.com//wiki/Pat_Fagan
3,Episode_84,25,6,Brandon Fagan,https://unsolvedmysteries.fandom.com//wiki/Brandon_Fagan
3,Episode_85,26,1,Rafael Camarena,https://unsolvedmysteries.fandom.com//wiki/Rafael_Camarena
3,Episode_85,26,2,Dennis DePue,https://unsolvedmysteries.fandom.com//wiki/Dennis_DePue
3,Episode_85,26,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Duncan_Gilmore
3,Episode_85,26,4,Gregory Barker,https://unsolvedmysteries.fandom.com//wiki/Gregory_Barker
3,Episode_85,26,5,The Parents of Jeri Graves,https://unsolvedmysteries.fandom.com//wiki/The_Parents_of_Jeri_Graves
3,Episode_86,27,1,KROQ Confession,https://unsolvedmysteries.fandom.com//wiki/KROQ_Confession
3,Episode_86,27,1,Angela Cummings,https://unsolvedmysteries.fandom.com//wiki/Angela_Cummings
3,Episode_86,27,2,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Pizza_Parlor_Killer
3,Episode_86,27,3,The Countess,https://unsolvedmysteries.fandom.com//wiki/The_Countess
3,Episode_86,27,4,Bobbie Oberholtzer and Annette Schnee,https://unsolvedmysteries.fandom.com//wiki/Bobbie_Oberholtzer_and_Annette_Schnee
3,Episode_86,27,5,The Sisters of Jackie Dragon,https://unsolvedmysteries.fandom.com//wiki/The_Sisters_of_Jackie_Dragon
3,Episode_86,27,6,Gregory Barker,https://unsolvedmysteries.fandom.com//wiki/Gregory_Barker
3,Episode_87,28,1,Ryan Stallings,https://unsolvedmysteries.fandom.com//wiki/Ryan_Stallings
3,Episode_87,28,1,Patricia Stallings,https://unsolvedmysteries.fandom.com//wiki/Patricia_Stallings
3,Episode_87,28,2,Amelia Earhart,https://unsolvedmysteries.fandom.com//wiki/Amelia_Earhart
3,Episode_87,28,3,Minnesota Brinks Heist,https://unsolvedmysteries.fandom.com//wiki/Minnesota_Brinks_Heist
3,Episode_88,29,1,Tony Alamo,https://unsolvedmysteries.fandom.com//wiki/Tony_Alamo
3,Episode_88,29,2,Lester Garnier,https://unsolvedmysteries.fandom.com//wiki/Lester_Garnier
3,Episode_88,29,3,Katie,https://unsolvedmysteries.fandom.com//wiki/Katie
3,Episode_88,29,4,Richard Church,https://unsolvedmysteries.fandom.com//wiki/Richard_Church
3,Episode_88,29,4,Raymond and Ruth Ann Ritter,https://unsolvedmysteries.fandom.com//wiki/Raymond_and_Ruth_Ann_Ritter
3,Episode_89,30,1,James Donald King,https://unsolvedmysteries.fandom.com//wiki/James_Donald_King
3,Episode_89,30,2,Norman Ladner,https://unsolvedmysteries.fandom.com//wiki/Norman_Ladner
3,Episode_89,30,3,Loretto Chapel,https://unsolvedmysteries.fandom.com//wiki/Loretto_Chapel
3,Episode_89,30,4,Mark Groezinger,https://unsolvedmysteries.fandom.com//wiki/Mark_Groezinger
3,Episode_90,31,1,Melvin and Daniel Nellis,https://unsolvedmysteries.fandom.com//wiki/Melvin_and_Daniel_Nellis
3,Episode_90,31,2,Michael Rosenblum,https://unsolvedmysteries.fandom.com//wiki/Michael_Rosenblum
3,Episode_90,31,3,New York Coin Scam,https://unsolvedmysteries.fandom.com//wiki/New_York_Coin_Scam
3,Episode_90,31,4,The Signal Mountain Murders,https://unsolvedmysteries.fandom.com//wiki/The_Signal_Mountain_Murders
3,Episode_91,32,1,Lesa Lee,https://unsolvedmysteries.fandom.com//wiki/Lesa_Lee
3,Episode_91,32,2,Sweetheart Swindler,https://unsolvedmysteries.fandom.com//wiki/Sweetheart_Swindler
3,Episode_91,32,3,The Countess,https://unsolvedmysteries.fandom.com//wiki/The_Countess
3,Episode_91,32,4,Tony Alamo,https://unsolvedmysteries.fandom.com//wiki/Tony_Alamo
3,Episode_91,32,5,Rafael Camarena,https://unsolvedmysteries.fandom.com//wiki/Rafael_Camarena
3,Episode_92,33,1,Bermuda Triangle,https://unsolvedmysteries.fandom.com//wiki/Bermuda_Triangle
3,Episode_92,33,2,Kevin Poulsen,https://unsolvedmysteries.fandom.com//wiki/Kevin_Poulsen
3,Episode_92,33,3,Ryan Stallings,https://unsolvedmysteries.fandom.com//wiki/Ryan_Stallings
3,Episode_92,33,3,Patricia Stallings,https://unsolvedmysteries.fandom.com//wiki/Patricia_Stallings
3,Episode_92,33,4,Pat Fagan,https://unsolvedmysteries.fandom.com//wiki/Pat_Fagan
3,Episode_92,33,4,Brandon Fagan,https://unsolvedmysteries.fandom.com//wiki/Brandon_Fagan
4,Episode_93,1,1,Rendlesham Forest Incident,https://unsolvedmysteries.fandom.com//wiki/Rendlesham_Forest_Incident
4,Episode_93,1,2,Shane Stewart and Sally McNelly,https://unsolvedmysteries.fandom.com//wiki/Shane_Stewart_and_Sally_McNelly
4,Episode_93,1,3,The Mother of Carla Downing,https://unsolvedmysteries.fandom.com//wiki/The_Mother_of_Carla_Downing
4,Episode_94,2,1,John Wilkes Booth,https://unsolvedmysteries.fandom.com//wiki/John_Wilkes_Booth
4,Episode_94,2,2,Paloma Gibson,https://unsolvedmysteries.fandom.com//wiki/Paloma_Gibson
4,Episode_94,2,2,Melody Martin,https://unsolvedmysteries.fandom.com//wiki/Melody_Martin
4,Episode_94,2,3,Art Silva,https://unsolvedmysteries.fandom.com//wiki/Art_Silva
4,Episode_94,2,4,Alex Cooper,https://unsolvedmysteries.fandom.com//wiki/Alex_Cooper
4,Episode_95,3,1,Tyler,https://unsolvedmysteries.fandom.com//wiki/Tyler
4,Episode_95,3,2,Joe Maloney,https://unsolvedmysteries.fandom.com//wiki/Joe_Maloney
4,Episode_95,3,3,The Shroud Of Turin,https://unsolvedmysteries.fandom.com//wiki/The_Shroud_Of_Turin
4,Episode_95,3,4,Ethel Kidd,https://unsolvedmysteries.fandom.com//wiki/Ethel_Kidd
4,Episode_95,3,5,Art Silva,https://unsolvedmysteries.fandom.com//wiki/Art_Silva
4,Episode_96,4,1,Connecticut River Valley Killer,https://unsolvedmysteries.fandom.com//wiki/Connecticut_River_Valley_Killer
4,Episode_96,4,2,The Father of Jeannie Wagner,https://unsolvedmysteries.fandom.com//wiki/The_Father_of_Jeannie_Wagner
4,Episode_96,4,3,Judge John Fairbanks,https://unsolvedmysteries.fandom.com//wiki/Judge_John_Fairbanks
4,Episode_96,4,4,Paul and Paula Scribner,https://unsolvedmysteries.fandom.com//wiki/Paul_and_Paula_Scribner
4,Episode_96,4,5,Tyler,https://unsolvedmysteries.fandom.com//wiki/Tyler
4,Episode_97,5,1,Baron 52,https://unsolvedmysteries.fandom.com//wiki/Baron_52
4,Episode_97,5,2,David O'Neil,https://unsolvedmysteries.fandom.com//wiki/David_O%27Neil
4,Episode_97,5,3,Martha Hinkle,https://unsolvedmysteries.fandom.com//wiki/Martha_Hinkle
4,Episode_97,5,4,Paul Stamper,https://unsolvedmysteries.fandom.com//wiki/Paul_Stamper
4,Episode_97,5,5,Josephine White,https://unsolvedmysteries.fandom.com//wiki/Josephine_White
4,Episode_98,6,1,Tommy Gibson,https://unsolvedmysteries.fandom.com//wiki/Tommy_Gibson
4,Episode_98,6,2,Tyler,https://unsolvedmysteries.fandom.com//wiki/Tyler
4,Episode_98,6,3,Jim Burnside,https://unsolvedmysteries.fandom.com//wiki/Jim_Burnside
4,Episode_98,6,4,John Novotny,https://unsolvedmysteries.fandom.com//wiki/John_Novotny
4,Episode_98,6,5,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Garry_Gibson
4,Episode_99,7,1,St. James Hotel,https://unsolvedmysteries.fandom.com//wiki/St._James_Hotel
4,Episode_99,7,2,Harden House,https://unsolvedmysteries.fandom.com//wiki/Harden_House
4,Episode_99,7,2,John Harden,https://unsolvedmysteries.fandom.com//wiki/John_Harden
4,Episode_99,7,3,Mary Ann Perez,https://unsolvedmysteries.fandom.com//wiki/Mary_Ann_Perez
4,Episode_99,7,4,Dr. John Anderson,https://unsolvedmysteries.fandom.com//wiki/Dr._John_Anderson
4,Episode_100_.22The_Diabolical_Mind.22,8,1,Elliott Leyton,https://unsolvedmysteries.fandom.com//wiki/Elliott_Leyton
4,Episode_100_.22The_Diabolical_Mind.22,8,1,James Fox,https://unsolvedmysteries.fandom.com//wiki/James_Fox
4,Episode_100_.22The_Diabolical_Mind.22,8,1,Reid Maloy,https://unsolvedmysteries.fandom.com//wiki/Reid_Maloy
4,Episode_100_.22The_Diabolical_Mind.22,8,2,Marie Hilley,https://unsolvedmysteries.fandom.com//wiki/Marie_Hilley
4,Episode_100_.22The_Diabolical_Mind.22,8,3,G. Daniel Walker,https://unsolvedmysteries.fandom.com//wiki/G._Daniel_Walker
4,Episode_100_.22The_Diabolical_Mind.22,8,4,"Joan, Michelle, and Christe Rogers","https://unsolvedmysteries.fandom.com//wiki/Joan,_Michelle,_and_Christe_Rogers"
4,Episode_101,9,1,Sharon Johnson,https://unsolvedmysteries.fandom.com//wiki/Sharon_Johnson
4,Episode_101,9,1,Sugar,https://unsolvedmysteries.fandom.com//wiki/Sugar
4,Episode_101,9,2,Roger Dean,https://unsolvedmysteries.fandom.com//wiki/Roger_Dean
4,Episode_101,9,3,Joe Smith,https://unsolvedmysteries.fandom.com//wiki/Joe_Smith
4,Episode_101,9,4,Liza Montgomery,https://unsolvedmysteries.fandom.com//wiki/Liza_Montgomery
4,Episode_101,9,5,Deborah Poe,https://unsolvedmysteries.fandom.com//wiki/Deborah_Poe
4,Episode_101,9,5,Donna Callahan,https://unsolvedmysteries.fandom.com//wiki/Donna_Callahan
4,Episode_101,9,5,Darlene Messer,https://unsolvedmysteries.fandom.com//wiki/Darlene_Messer
4,Episode_101,9,6,Arthur Jones,https://unsolvedmysteries.fandom.com//wiki/Arthur_Jones
4,Episode_102,10,1,Sherry Eyerly,https://unsolvedmysteries.fandom.com//wiki/Sherry_Eyerly
4,Episode_102,10,2,Kathy Bonderson,https://unsolvedmysteries.fandom.com//wiki/Kathy_Bonderson
4,Episode_102,10,3,Butcher Of Kingsbury Run,https://unsolvedmysteries.fandom.com//wiki/Butcher_Of_Kingsbury_Run
4,Episode_102,10,4,Sarah DiGennaro,https://unsolvedmysteries.fandom.com//wiki/Sarah_DiGennaro
4,Episode_103,11,1,Televangelist Bomber,https://unsolvedmysteries.fandom.com//wiki/Televangelist_Bomber
4,Episode_103,11,2,Ryan Stallings,https://unsolvedmysteries.fandom.com//wiki/Ryan_Stallings
4,Episode_103,11,2,Patricia Stallings,https://unsolvedmysteries.fandom.com//wiki/Patricia_Stallings
4,Episode_103,11,3,Savior of Cathy Loving,https://unsolvedmysteries.fandom.com//wiki/Savior_of_Cathy_Loving
4,Episode_103,11,4,Beverly McGowan,https://unsolvedmysteries.fandom.com//wiki/Beverly_McGowan
4,Episode_103,11,5,Robin Stevens and Sherry Seymour,https://unsolvedmysteries.fandom.com//wiki/Robin_Stevens_and_Sherry_Seymour
4,Episode_104,12,1,Belgium UFO,https://unsolvedmysteries.fandom.com//wiki/Belgium_UFO
4,Episode_104,12,2,The Mother of Carla Downing,https://unsolvedmysteries.fandom.com//wiki/The_Mother_of_Carla_Downing
4,Episode_104,12,3,Ellie Taylor,https://unsolvedmysteries.fandom.com//wiki/Ellie_Taylor
4,Episode_104,12,3,Patrick Ackles,https://unsolvedmysteries.fandom.com//wiki/Patrick_Ackles
4,Episode_104,12,3,Fred Gardner,https://unsolvedmysteries.fandom.com//wiki/Fred_Gardner
4,Episode_104,12,4,Robert Hamrick,https://unsolvedmysteries.fandom.com//wiki/Robert_Hamrick
4,Episode_104,12,5,Philip Breen,https://unsolvedmysteries.fandom.com//wiki/Philip_Breen
4,Episode_105,13,1,Bo Tanner,https://unsolvedmysteries.fandom.com//wiki/Bo_Tanner
4,Episode_105,13,2,The Mother of Barbara Smith and Barbara Ratner,https://unsolvedmysteries.fandom.com//wiki/The_Mother_of_Barbara_Smith_and_Barbara_Ratner
4,Episode_105,13,3,Jeffrey Digman,https://unsolvedmysteries.fandom.com//wiki/Jeffrey_Digman
4,Episode_105,13,4,Church Arsonist,https://unsolvedmysteries.fandom.com//wiki/Church_Arsonist
4,Episode_105,13,5,Paul Stamper,https://unsolvedmysteries.fandom.com//wiki/Paul_Stamper
4,Episode_105,13,6,Trabuca Treasure,https://unsolvedmysteries.fandom.com//wiki/Trabuca_Treasure
4,Episode_105,13,7,Teresita Basa,https://unsolvedmysteries.fandom.com//wiki/Teresita_Basa
4,Episode_106,14,1,Michael St. Clair and Dennis Reese,https://unsolvedmysteries.fandom.com//wiki/Michael_St._Clair_and_Dennis_Reese
4,Episode_106,14,2,Dan Tondevold,https://unsolvedmysteries.fandom.com//wiki/Dan_Tondevold
4,Episode_106,14,3,Melvin and Daniel Nellis,https://unsolvedmysteries.fandom.com//wiki/Melvin_and_Daniel_Nellis
4,Episode_106,14,4,Annie Currie,https://unsolvedmysteries.fandom.com//wiki/Annie_Currie
4,Episode_106,14,5,Joey Moss,https://unsolvedmysteries.fandom.com//wiki/Joey_Moss
4,Episode_106,14,5,Jerry Moss,https://unsolvedmysteries.fandom.com//wiki/Jerry_Moss
4,Episode_106,14,6,Robin Stevens and Sherry Seymour,https://unsolvedmysteries.fandom.com//wiki/Robin_Stevens_and_Sherry_Seymour
4,Episode_107,15,1,Chad Maurer,https://unsolvedmysteries.fandom.com//wiki/Chad_Maurer
4,Episode_107,15,2,John Novotny,https://unsolvedmysteries.fandom.com//wiki/John_Novotny
4,Episode_107,15,3,Lorene Roberts,https://unsolvedmysteries.fandom.com//wiki/Lorene_Roberts
4,Episode_107,15,4,Emma Figueroa,https://unsolvedmysteries.fandom.com//wiki/Emma_Figueroa
4,Episode_107,15,5,Luis Herrera,https://unsolvedmysteries.fandom.com//wiki/Luis_Herrera
4,Episode_107,15,5,Pedro Pumajero,https://unsolvedmysteries.fandom.com//wiki/Pedro_Pumajero
4,Episode_107,15,5,Jose Rubio,https://unsolvedmysteries.fandom.com//wiki/Jose_Rubio
4,Episode_107,15,5,Eduwigis Escalante,https://unsolvedmysteries.fandom.com//wiki/Eduwigis_Escalante
4,Episode_107,15,5,Juan Carlos Pereira,https://unsolvedmysteries.fandom.com//wiki/Juan_Carlos_Pereira
4,Episode_107,15,6,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Heath_Brian_Vess
4,Episode_108,16,1,Larry Race,https://unsolvedmysteries.fandom.com//wiki/Larry_Race
4,Episode_108,16,1,Debbie Race,https://unsolvedmysteries.fandom.com//wiki/Debbie_Race
4,Episode_108,16,2,Jim Burnside,https://unsolvedmysteries.fandom.com//wiki/Jim_Burnside
4,Episode_108,16,3,Warner Jane Doe,https://unsolvedmysteries.fandom.com//wiki/Warner_Jane_Doe
4,Episode_108,16,4,Pat Farmer,https://unsolvedmysteries.fandom.com//wiki/Pat_Farmer
4,Episode_108,16,4,Jerad Peters,https://unsolvedmysteries.fandom.com//wiki/Jerad_Peters
4,Episode_108,16,5,Helen Rose,https://unsolvedmysteries.fandom.com//wiki/Helen_Rose
4,Episode_109,17,1,Philip Innes Fraser,https://unsolvedmysteries.fandom.com//wiki/Philip_Innes_Fraser
4,Episode_109,17,2,The Crew of the Casie Nicole,https://unsolvedmysteries.fandom.com//wiki/The_Crew_of_the_Casie_Nicole
4,Episode_109,17,3,The Child of Mac McDonald,https://unsolvedmysteries.fandom.com//wiki/The_Child_of_Mac_McDonald
4,Episode_109,17,4,William John Wood,https://unsolvedmysteries.fandom.com//wiki/William_John_Wood
4,Episode_110,18,1,Madeline and Ada Underwood,https://unsolvedmysteries.fandom.com//wiki/Madeline_and_Ada_Underwood
4,Episode_110,18,2,Connecticut River Valley Killer,https://unsolvedmysteries.fandom.com//wiki/Connecticut_River_Valley_Killer
4,Episode_110,18,3,Kathy Bonderson,https://unsolvedmysteries.fandom.com//wiki/Kathy_Bonderson
4,Episode_110,18,4,Adam's Treasure,https://unsolvedmysteries.fandom.com//wiki/Adam%27s_Treasure
4,Episode_110,18,5,Todd Mueller,https://unsolvedmysteries.fandom.com//wiki/Todd_Mueller
4,Episode_110,18,6,Paul and Paula Scribner,https://unsolvedmysteries.fandom.com//wiki/Paul_and_Paula_Scribner
4,Episode_111,19,1,Medjugorje Miracles,https://unsolvedmysteries.fandom.com//wiki/Medjugorje_Miracles
4,Episode_111,19,2,Levia Molinari,https://unsolvedmysteries.fandom.com//wiki/Levia_Molinari
4,Episode_111,19,2,Nicholas Karopoulos,https://unsolvedmysteries.fandom.com//wiki/Nicholas_Karopoulos
4,Episode_111,19,3,Angela Hammond,https://unsolvedmysteries.fandom.com//wiki/Angela_Hammond
4,Episode_111,19,3,Trudy Darby,https://unsolvedmysteries.fandom.com//wiki/Trudy_Darby
4,Episode_111,19,3,Cheryl Kenney,https://unsolvedmysteries.fandom.com//wiki/Cheryl_Kenney
4,Episode_111,19,4,Lee Young,https://unsolvedmysteries.fandom.com//wiki/Lee_Young
4,Episode_112,20,1,Rose Marie Platt,https://unsolvedmysteries.fandom.com//wiki/Rose_Marie_Platt
4,Episode_112,20,2,Robin Stevens and Sherry Seymour,https://unsolvedmysteries.fandom.com//wiki/Robin_Stevens_and_Sherry_Seymour
4,Episode_112,20,3,James White,https://unsolvedmysteries.fandom.com//wiki/James_White
4,Episode_112,20,4,Yeti,https://unsolvedmysteries.fandom.com//wiki/Yeti
4,Episode_112,20,5,Stanton Bones,https://unsolvedmysteries.fandom.com//wiki/Stanton_Bones
4,Episode_113,21,1,Wytheville UFO Sightings,https://unsolvedmysteries.fandom.com//wiki/Wytheville_UFO_Sightings
4,Episode_113,21,2,Joey Moss,https://unsolvedmysteries.fandom.com//wiki/Joey_Moss
4,Episode_113,21,3,Charles Warren Boomer,https://unsolvedmysteries.fandom.com//wiki/Charles_Warren_Boomer
4,Episode_113,21,4,Ohio Prostitute Killer,https://unsolvedmysteries.fandom.com//wiki/Ohio_Prostitute_Killer
4,Episode_113,21,5,Gregory Barker,https://unsolvedmysteries.fandom.com//wiki/Gregory_Barker
4,Episode_113,21,6,Dale Hyde,https://unsolvedmysteries.fandom.com//wiki/Dale_Hyde
4,Episode_113,21,7,John Irwin,https://unsolvedmysteries.fandom.com//wiki/John_Irwin
4,Episode_113,21,8,Beaty Castle,https://unsolvedmysteries.fandom.com//wiki/Beaty_Castle
4,Episode_113,21,9,Robert Kennedy,https://unsolvedmysteries.fandom.com//wiki/Robert_Kennedy
4,Episode_114,22,1,Valley Bank Robbery,https://unsolvedmysteries.fandom.com//wiki/Valley_Bank_Robbery
4,Episode_114,22,2,Angeline Dewey,https://unsolvedmysteries.fandom.com//wiki/Angeline_Dewey
4,Episode_114,22,3,mw-redirect,https://unsolvedmysteries.fandom.com//wiki/Heath_Brian_Vess
4,Episode_114,22,4,Cheryl Holland,https://unsolvedmysteries.fandom.com//wiki/Cheryl_Holland
4,Episode_115,23,1,Pizza Restaurant Robbers,https://unsolvedmysteries.fandom.com//wiki/Pizza_Restaurant_Robbers
4,Episode_115,23,2,The Child of Mac McDonald,https://unsolvedmysteries.fandom.com//wiki/The_Child_of_Mac_McDonald
4,Episode_115,23,3,James Russell,https://unsolvedmysteries.fandom.com//wiki/James_Russell
4,Episode_115,23,3,Darlene and Davida Ebmeier,https://unsolvedmysteries.fandom.com//wiki/Darlene_and_Davida_Ebmeier
4,Episode_115,23,3,Thomas Manion,https://unsolvedmysteries.fandom.com//wiki/Thomas_Manion
4,Episode_115,23,3,Madding Family,https://unsolvedmysteries.fandom.com//wiki/Madding_Family
4,Episode_115,23,4,Baron 52,https://unsolvedmysteries.fandom.com//wiki/Baron_52
4,Episode_115,23,5,Paul Stamper,https://unsolvedmysteries.fandom.com//wiki/Paul_Stamper
4,Episode_115,23,6,Lesa Lee,https://unsolvedmysteries.fandom.com//wiki/Lesa_Lee
4,Episode_116,24,1,Richard Minns,https://unsolvedmysteries.fandom.com//wiki/Richard_Minns
4,Episode_116,24,2,Heirs of Katherine Bennett,https://unsolvedmysteries.fandom.com//wiki/Heirs_of_Katherine_Bennett
4,Episode_116,24,3,Alex Cooper,https://unsolvedmysteries.fandom.com//wiki/Alex_Cooper
4,Episode_116,24,4,Sergio Farina,https://unsolvedmysteries.fandom.com//wiki/Sergio_Farina
4,Episode_116,24,4,Marcus Farina,https://unsolvedmysteries.fandom.com//wiki/Marcus_Farina
4,Episode_117,25,1,Santos Family,https://unsolvedmysteries.fandom.com//wiki/Santos_Family
4,Episode_117,25,2,Tommy Gibson,https://unsolvedmysteries.fandom.com//wiki/Tommy_Gibson
4,Episode_117,25,3,Tyler,https://unsolvedmysteries.fandom.com//wiki/Tyler
4,Episode_117,25,4,Jim Burnside,https://unsolvedmysteries.fandom.com//wiki/Jim_Burnside
4,Episode_117,25,5,John Novotny,https://unsolvedmysteries.fandom.com//wiki/John_Novotny
